"Date of Airing (EST)","Topic List","Fact Check","TV Clip",Organization,Collection
2017-04-27,"Military,Health Care,Veterans",https://www.washingtonpost.com/news/fact-checker/wp/2017/05/17/trumps-claim-veterans-received-42-percent-more-approvals-to-get-non-va-health-care/?utm_term=.dab78e3b66aa,https://archive.org/details/CSPAN3_20170427_204300_President_Trump_Delivers_Remarks_on_VA_Whistleblower_Protections/start/599.4/end/654,"Washington Post",trumparchive
2017-04-26,"Immigration,Homeland Security,Legal Issues",http://www.politifact.com/truth-o-meter/statements/2017/apr/26/donald-trump/does-ninth-circuit-have-overturn-record-close-80/,https://archive.org/details/MSNBCW_20170426_230000_Hardball_With_Chris_Matthews/start/2431.5/end/2454.8,PolitiFact,trumparchive
2017-04-26,Taxes,http://www.politifact.com/truth-o-meter/statements/2017/apr/27/steve-mnuchin/no-trump-has-not-given-more-financial-disclosure-a/,https://archive.org/details/CSPAN3_20170426_173600_Treasury_Secretary_Says_Tax_Plan_Will_Eliminate_Most_Personal_Deductions/start/1279.3/end/1304.5,PolitiFact,trumpadministration
2017-04-26,"Federal Budget,Deficit,Taxes",http://www.factcheck.org/2017/05/double-counting-growth/,https://archive.org/details/CSPAN3_20170426_173600_Treasury_Secretary_Says_Tax_Plan_Will_Eliminate_Most_Personal_Deductions/start/1023/end/1065.8,FactCheck.org,steve_mnuchin_archive
2017-04-26,"Economy,Trade",http://www.politifact.com/truth-o-meter/statements/2017/apr/27/donald-trump/did-trade-deficit-cause-slow-growth-2016-donald-tr/,https://archive.org/details/FOXNEWSW_20170426_100000_FOX__Friends/start/7620.2/end/7630.2,PolitiFact,trumparchive
2017-04-25,"Congress,History",http://www.politifact.com/truth-o-meter/statements/2017/apr/27/sean-spicer/trump-has-signed-more-bills-100-days-any-president/,https://archive.org/details/CSPAN_20170426_030300_White_House_Defends_Tariff_on_Canadian_Lumber/start/1407/end/1428,PolitiFact,trumpadministration
2017-04-25,Families,https://www.washingtonpost.com/news/fact-checker/wp/2017/04/27/ivanka-trumps-claim-that-for-half-of-u-s-families-the-single-largest-expense-is-child-care/?utm_term=.6afb58cfc77e,https://archive.org/details/CSPAN2_20170426_000900_Ivanka_Trump_Speaks_at_Womens_Leadership_Forum_in_Berlin/start/4260.5/end/4275,"Washington Post",trumpadministration
2017-04-25,Families,http://www.politifact.com/truth-o-meter/statements/2017/apr/26/ivanka-trump/ivanka-trump-wrongly-says-child-care-costs-top-oth/,https://archive.org/details/CSPAN2_20170426_000900_Ivanka_Trump_Speaks_at_Womens_Leadership_Forum_in_Berlin/start/4260.5/end/4275,PolitiFact,trumpadministration
2017-04-23,Immigration,http://www.factcheck.org/2017/04/democrats-support-border-wall/,https://archive.org/details/FOXNEWSW_20170423_180400_Fox_News_Sunday_With_Chris_Wallace/start/25.2/end/50,FactCheck.org,mick_mulvaney_archive
2017-04-23,Immigration,http://www.politifact.com/truth-o-meter/statements/2017/apr/23/mick-mulvaney/fact-check-did-top-democrats-vote-border-wall-2006/,https://archive.org/details/FOXNEWSW_20170423_180400_Fox_News_Sunday_With_Chris_Wallace/start/25.2/end/50,PolitiFact,mick_mulvaney_archive
2017-04-23,"Economy,Homeland Security,Immigration",http://www.politifact.com/truth-o-meter/statements/2017/apr/27/jeff-sessions/sessions-says-4-billion-tax-credits-go-mostly-mexi/,https://archive.org/details/KGO_20170423_152900_This_Week_With_George_Stephanopoulos/start/185/end/212.5,PolitiFact,trumpadministration
2017-04-18,"Immigration,Taxes",http://www.factcheck.org/2017/04/trump-distorts-ossoffs-record/,https://archive.org/details/MSNBCW_20170419_030100_The_11th_Hour_With_Brian_Williams/start/0/end/60,FactCheck.org,trumparchive
2017-04-18,"Energy,Government Regulation,Infrastructure,Trade",http://www.politifact.com/wisconsin/statements/2017/apr/20/donald-trump/while-mentioning-keystone-xl-donald-trump-errs-say/,https://archive.org/details/CSPAN_20170418_192100_President_Trump_Signs_Executive_Order_to_Limit_Cheap_Foreign_Labor/start/1042/end/1055,PolitiFact,trumparchive
2017-04-18,"Trade,NAFTA,Dairy",http://www.factcheck.org/2017/04/u-s-canada-dairy-dispute/,https://archive.org/details/CSPAN_20170418_192100_President_Trump_Signs_Executive_Order_to_Limit_Cheap_Foreign_Labor/start/787.1/end/844,FactCheck.org,trumparchive
2017-04-18,History,http://www.politifact.com/truth-o-meter/statements/2017/apr/24/donald-trump/how-do-donald-trumps-first-100-days-rate-historica/,https://archive.org/details/CSPAN_20170418_192100_President_Trump_Signs_Executive_Order_to_Limit_Cheap_Foreign_Labor/start/97.8/end/114.8,PolitiFact,trumparchive
2017-04-18,History,https://www.washingtonpost.com/news/fact-checker/wp/2017/04/20/trumps-claim-that-no-administration-has-accomplished-more-in-the-first-90-days,https://archive.org/details/CSPAN_20170418_192100_President_Trump_Signs_Executive_Order_to_Limit_Cheap_Foreign_Labor/start/97.8/end/114.8,"Washington Post",trumparchive
2017-04-18,"Immigration,Crime,Homeland Security,Gangs",http://www.factcheck.org/2017/04/trumps-ms-13-miss/,https://archive.org/details/FOXNEWSW_20170418_170400_Happening_Now/start/0/end/60,FactCheck.org,trumparchive
2017-04-18,"Immigration,Crime,Homeland Security,Gangs",http://www.politifact.com/truth-o-meter/statements/2017/apr/18/donald-trump/trump-falsely-claims-obama-policies-blame-growth-m/,https://archive.org/details/FOXNEWSW_20170418_170400_Happening_Now/start/0/end/60,PolitiFact,trumparchive
2017-04-18,"China,Foreign Policy,North Korea",http://www.politifact.com/truth-o-meter/statements/2017/apr/19/donald-trump/trump-china-taking-unprecedented-steps-help-north-/,https://archive.org/details/FOXNEWSW_20170418_100000_FOX__Friends/start/3783/end/3827.5,PolitiFact,trumparchive
2017-04-17,"Homeland Security,Immigration",http://www.politifact.com/georgia/statements/2017/apr/17/donald-trump/trump-makes-false-claim-about-jon-ossoffs-immigrat/,https://archive.org/details/WUSA_20170418_034500_The_Late_Show_With_Stephen_Colbert/start/0/end/60,PolitiFact,trumparchive
2017-04-17,Transparency,http://www.politifact.com/truth-o-meter/article/2017/apr/19/sorting-through-trumps-shift-releasing-white-house/,https://archive.org/details/CSPAN_20170417_221800_Sean_Spicer_on_Decision_Not_to_Release_Visitor_Logs_Were_Following_the.../start/471/end/501.8,PolitiFact,sean_spicer_archive
2017-04-13,Environment,https://www.washingtonpost.com/news/fact-checker/wp/2017/04/14/epa-administrator-scott-pruitts-claim-that-china-and-india-have-no-obligations-until-2030-under-the-paris-accord/?utm_term=.e7be0880af81,https://archive.org/details/FOXNEWSW_20170413_112400_FOX__Friends/start/249/end/297.5,"Washington Post",scott_pruitt_archive
2017-04-12,"Foreign Policy,Terrorism",http://www.politifact.com/truth-o-meter/statements/2017/apr/12/donald-trump/donald-trump-nato-i-said-it-was-obsolete-its-no-lo/,https://archive.org/details/CSPAN_20170412_200300_President_Trump_and_NATO_Secretary_General_Jens_Stoltenberg_Hold_Joint_News.../start/299/end/317.5,PolitiFact,trumparchive
2017-04-12,"Foreign Policy,Terrorism",https://www.washingtonpost.com/news/fact-checker/wp/2017/04/13/president-trump-king-of-flip-flops-continued/?utm_term=.ef78c508f4f5,https://archive.org/details/CSPAN_20170412_200300_President_Trump_and_NATO_Secretary_General_Jens_Stoltenberg_Hold_Joint_News.../start/299/end/317.5,"Washington Post",trumparchive
2017-04-12,Syria,https://www.washingtonpost.com/news/fact-checker/wp/2017/04/12/president-trumps-bushel-of-false-claims-in-his-fox-business-interview/,https://archive.org/details/FBC_20170412_120300_Mornings_With_Maria_Bartiromo/start/32.5/end/56,"Washington Post",trumparchive
2017-04-12,"Health Care",https://www.washingtonpost.com/news/fact-checker/wp/2017/04/12/president-trumps-bushel-of-false-claims-in-his-fox-business-interview/,https://archive.org/details/FBC_20170412_105800_Mornings_With_Maria_Bartiromo/start/0/end/60,"Washington Post",trumparchive
2017-04-12,"Crime,Homeland Security,Privacy,Wiretapping,Media",https://www.washingtonpost.com/news/fact-checker/wp/2017/04/12/president-trumps-bushel-of-false-claims-in-his-fox-business-interview/,https://archive.org/details/FBC_20170412_102200_Mornings_With_Maria_Bartiromo/start/110/end/177,"Washington Post",trumparchive
2017-04-12,"Congressional Rules,Presidential Appointments",https://www.washingtonpost.com/news/fact-checker/wp/2017/04/12/president-trumps-bushel-of-false-claims-in-his-fox-business-interview/,https://archive.org/details/FBC_20170412_102200_Mornings_With_Maria_Bartiromo/start/0/end/12,"Washington Post",trumparchive
2017-04-11,"Chemical Weapons,History,Military",http://www.factcheck.org/2017/04/hitler-chemical-weapons/,https://archive.org/details/CSPAN_20170411_211500_White_House_No_Consensus_on_Russian_Knowledge_of_Syrian_Chemical_Attacks/start/1752/end/1791,FactCheck.org,sean_spicer_archive
2017-04-11,"Chemical Weapons,History,Military",http://www.factcheck.org/2017/04/hitler-chemical-weapons/,https://archive.org/details/CSPAN_20170411_211500_White_House_No_Consensus_on_Russian_Knowledge_of_Syrian_Chemical_Attacks/start/1029.2/end/1062.3,FactCheck.org,sean_spicer_archive
2017-04-08,"Homeland Security,Immigration",https://www.washingtonpost.com/news/fact-checker/wp/2017/04/11/president-trumps-claim-that-illegal-immigration-is-down-64-percent-because-of-his-administration,https://archive.org/details/CSPAN_20170408_222200_WH_Weekly_Address/start/79.8/end/102.6,"Washington Post",trumparchive
2017-04-08,"Homeland Security,Immigration",http://www.politifact.com/truth-o-meter/statements/2017/apr/10/donald-trump/trump-illegal-immigration-down-64-percent-march-tr/,https://archive.org/details/CSPAN_20170408_222200_WH_Weekly_Address/start/79.8/end/102.6,PolitiFact,trumparchive
2017-04-07,"Foreign Policy,Military,Syria",http://www.factcheck.org/2017/04/mcconnell-revises-history-syria/,https://archive.org/details/CSPAN2_20170408_012400_Airstrikes_Are_Only_a_Response_to_Chemical_Attacks_Says_Majority_Leader/start/295/end/337,FactCheck.org,mitch_mcconnell_archive
2017-04-07,"Foreign Policy,Military,Syria",https://www.washingtonpost.com/news/fact-checker/wp/2017/04/09/ryan-and-mcconnell-flip-flop-on-the-use-of-force-in-syria-to-deter-chemical-weapons/?utm_term=.b3eb9bff9e3c,https://archive.org/details/CSPAN2_20170408_012400_Airstrikes_Are_Only_a_Response_to_Chemical_Attacks_Says_Majority_Leader/start/295/end/337,"Washington Post",mitch_mcconnell_archive
2017-04-05,"Syria,Foreign Policy",http://www.factcheck.org/2017/04/trumps-line-syria/,https://archive.org/details/CSPAN3_20170405_171000_President_Says_Syrian_Chemical_Attack_Went_Beyond_Red_Line/start/799.5/end/819.5,FactCheck.org,trumparchive
2017-04-04,"Immigration,Homeland Security",https://www.washingtonpost.com/news/fact-checker/wp/2017/04/11/president-trumps-claim-that-illegal-immigration-is-down-64-percent-because-of-his-administration,https://archive.org/details/CSPAN_20170404_232100_President_Trump_We_are_Absolutely_Destroying_These_Horrible_Regulations/start/1790.1/end/1804,"Washington Post",trumparchive
2017-04-04,"Unemployment rate,Jobs",https://www.washingtonpost.com/news/fact-checker/wp/2017/04/04/please-can-someone-brief-the-president-on-the-unemployment-rate,https://archive.org/details/CSPAN_20170404_232100_President_Trump_We_are_Absolutely_Destroying_These_Horrible_Regulations/start/1736.5/end/1747.1,"Washington Post",trumparchive
2017-04-04,Environment,http://www.politifact.com/truth-o-meter/statements/2017/apr/06/donald-trump/trumps-environmental-awards-closer-look/,https://archive.org/details/CSPAN_20170404_232100_President_Trump_We_are_Absolutely_Destroying_These_Horrible_Regulations/start/1619/end/1672.2,PolitiFact,trumparchive
2017-04-04,"Infrastructure,Stimulus",http://www.factcheck.org/2017/04/trump-distorts-stimulus/,https://archive.org/details/CSPAN_20170404_232100_President_Trump_We_are_Absolutely_Destroying_These_Horrible_Regulations/start/894.3/end/913.6,FactCheck.org,trumparchive
2017-04-04,"Homeland Security,Immigration",https://www.washingtonpost.com/news/fact-checker/wp/2017/04/11/president-trumps-claim-that-illegal-immigration-is-down-64-percent-because-of-his-administration,https://archive.org/details/CNNW_20170404_162700_Inside_Politics/start/1040/end/1067,"Washington Post",trumparchive
2017-04-03,"Russia,Homeland Security,Elections",https://www.washingtonpost.com/news/fact-checker/wp/2017/04/04/fact-checking-the-trumpian-spin-on-surveillance-of-trump/?utm_term=.7c811076702d,https://archive.org/details/CSPAN_20170403_183700_President_Trump_to_Donate_First_Quarter_Salary_to_NPS/start/1309/end/1329,"Washington Post",sean_spicer_archive
2017-03-31,"Russia,Homeland Security,Elections",https://www.washingtonpost.com/news/fact-checker/wp/2017/04/04/fact-checking-the-trumpian-spin-on-surveillance-of-trump/?utm_term=.7c811076702d,https://archive.org/details/CNNW_20170331_174000_Wolf/start/898/end/928.4,"Washington Post",sean_spicer_archive
2017-03-28,"Russia,Homeland Security,Elections,Nuclear",http://www.politifact.com/truth-o-meter/article/2017/mar/28/fact-checking-donald-trumps-tweets-about-hillary-c/,https://archive.org/details/MSNBCW_20170328_051100_The_Last_Word_With_Lawrence_ODonnell/start/0/end/60,PolitiFact,trumparchive
2017-03-27,"Crime,Criminal Justice,Homeland Security,Immigration",http://www.politifact.com/truth-o-meter/statements/2017/mar/30/jeff-sessions/jeff-sessions-misleads-saying-inspector-general-fo/,https://archive.org/details/CSPAN3_20170327_173400_Attorney_General_Calls_on_Local_Jurisdictions_to_End_Sanctuary_Cities.../start/314/end/326.5,PolitiFact,jeff_sessions_archive
2017-03-27,"Immigration,Sanctuary Cities",https://www.washingtonpost.com/news/fact-checker/wp/2017/03/28/do-80-percent-of-americans-oppose-sanctuary-cities/?utm_term=.b6a29fb36868,https://archive.org/details/CSPAN3_20170327_173400_Attorney_General_Calls_on_Local_Jurisdictions_to_End_Sanctuary_Cities.../start/128/end/141.3,"Washington Post",jeff_sessions_archive
2017-03-26,"Environment,Climate Change,China,India",http://www.factcheck.org/2017/03/pruitt-paris-accord/,https://archive.org/details/KGO_20170326_155100_This_Week_With_George_Stephanopoulos/start/350.7/end/375.9,FactCheck.org,scott_pruitt_archive
2017-03-24,Jobs,http://www.factcheck.org/2017/03/trumps-job-boast/,https://archive.org/details/CNBC_20170324_152100_Squawk_Alley/start/123.8/end/200,FactCheck.org,trumparchive
2017-03-21,"Agriculture,Food,Hunger,Public Health",http://www.politifact.com/global-news/statements/2017/mar/30/sean-spicer/spicer-mostly-accurate-global-food-demand-projecti/,https://archive.org/details/CSPAN2_20170321_175600_Sean_Spicer_Doesnt_Rule_Out_Additional_Changes_to_Health_Care_Bill/start/455.6/end/467,PolitiFact,sean_spicer_archive
2017-03-20,"Health Care",http://www.factcheck.org/2017/03/physician-numbers-up-under-obamacare/,https://archive.org/details/CSPAN3_20170320_233700_President_Trump_Promises_to_Pass_Health_Care_Bill_in_Some_Form/start/2115/end/2138.4,FactCheck.org,trumparchive
2017-03-20,"Homeland Security,Immigration",http://www.politifact.com/truth-o-meter/statements/2017/mar/22/donald-trump/trump-says-illegal-immigration-down-61-percent-ele/,https://archive.org/details/CSPAN3_20170320_233700_President_Trump_Promises_to_Pass_Health_Care_Bill_in_Some_Form/start/1528/end/1590,PolitiFact,trumparchive
2017-03-20,"China,Economy,Trade",http://www.politifact.com/truth-o-meter/statements/2017/mar/24/donald-trump/trump-china-joined-wto-us-has-lost-60000-factories/,https://archive.org/details/CSPAN3_20170320_233700_President_Trump_Promises_to_Pass_Health_Care_Bill_in_Some_Form/start/1377/end/1393,PolitiFact,trumparchive
2017-03-20,"Elections,Homeland Security",http://www.factcheck.org/2017/03/spinning-the-intel-hearing/,https://archive.org/details/CNNW_20170320_230500_Erin_Burnett_OutFront/start/0/end/60,FactCheck.org,trumparchive
2017-03-20,"Elections,Homeland Security",https://www.washingtonpost.com/news/fact-checker/wp/2017/03/20/president-trumps-terrible-horrible-no-good-very-bad-twitter-day/?utm_term=.937069375fe7,https://archive.org/details/CNNW_20170320_230500_Erin_Burnett_OutFront/start/0/end/60,"Washington Post",trumparchive
2017-03-20,"Elections,Homeland Security",http://www.politifact.com/truth-o-meter/statements/2017/mar/20/donald-trump/trumps-false-tweet-nsa-fbi-said-russia-did-not-inf/,https://archive.org/details/CNNW_20170320_230500_Erin_Burnett_OutFront/start/0/end/60,PolitiFact,trumparchive
2017-03-20,"Elections,Homeland Security",http://www.factcheck.org/2017/03/spinning-the-intel-hearing/,https://archive.org/details/CNNW_20170320_170000_Wolf/start/3597/end/3613.4,FactCheck.org,sean_spicer_archive
